,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10
2020-08-25,93.1971491349802,278.96886783466607,146.18500803230762,131.81831947353575,66.3081001404871,66.53929103124383,71.53595170477686,150.31553013706574,75.08299907786021,139.1347708853335
2020-08-26,94.85642821660657,284.7449145313556,140.78730828289915,129.36778828307646,64.32345990629346,65.67424839626834,71.4165754132315,145.95744634287277,73.69867908788412,136.34106330646947
2020-08-27,95.24964098766215,285.139823477808,138.7550785344784,129.82528678609563,63.620172816243105,65.31743349239497,73.8068197613762,149.87045178370076,71.78313067730487,138.60359530873933
2020-08-28,96.79534559794115,278.59151164858866,141.02726965970803,133.81853583340362,62.19184292489819,64.11885490258129,75.30902689060453,150.6842342815127,72.57486454792391,139.54773310706923
2020-08-29,97.55169653174006,271.20063414087053,143.98127679232985,136.94879223964534,61.90651826242811,64.06310105784685,73.00290256895703,152.23403596423617,73.40520437484463,139.37416079823169
2020-08-30,99.74534808687065,269.3885950029948,145.60713043422336,134.1559562461709,61.8773576292638,63.83970756896895,73.3318652145724,151.10894444876075,73.21218891974523,141.67675342421992
2020-08-31,98.87404406936619,260.7327240443552,150.7021682691285,137.86256210490882,60.278121610543664,64.72032246086673,72.59418365296438,151.90524994844915,73.6430047701069,141.01255070169734
2020-09-01,97.32416245018129,257.1317910516578,147.94072610485512,135.5690192880606,60.197133987799994,63.793838114870034,73.5844439113489,156.42365992767265,72.7886674976843,141.68773148709653
2020-09-02,98.2967911471625,259.5591268376962,148.165463654595,137.58271383005084,60.777734084199864,62.214733390653926,74.86357122475412,159.1995255313837,71.67749592883115,141.79523800393855
2020-09-03,99.64017209298551,258.4725405927946,151.34502945336408,144.0872736892097,59.82232508249218,60.49630695493765,75.31847012618353,161.49697370053005,71.3465374574039,145.9165468366859
2020-09-04,96.97259384800365,262.05454933117545,149.5111489781162,149.04208318814713,62.20626310627378,59.56870910966632,74.49063407171231,164.27339054806748,70.79412882928156,145.7840218745195
2020-09-05,97.02183346787767,251.99336765496483,149.46977103175988,146.98611390256215,61.59275654559561,61.28861500718709,72.61867416630551,166.94515001283477,70.39915007671148,144.96833062404718
2020-09-06,98.55550007740607,253.7071810728417,151.17555891260287,149.83230791839807,61.18463261385711,60.538152176897036,71.04263031611559,164.18918431784456,74.55142489746552,148.5771130436722
2020-09-07,95.89238388133815,246.99683946698647,152.63248633662903,151.4722668710708,61.85629773008866,60.229461124326335,70.86437830381624,165.26586975036952,74.67949381762341,141.9823681964807
2020-09-08,95.45166319352002,242.79094549970338,153.16734542668053,160.515945837503,62.31091883628721,59.85178664343348,72.17083611095907,166.86130642032148,75.30694269567373,143.7056098838047
2020-09-09,99.37767326737823,237.2995560503542,154.61824478496325,157.54196697180296,63.003208904662465,58.752086061880156,71.56840187290216,165.87652464829753,76.77665817097719,146.34535100414942
2020-09-10,96.90174337897854,237.5602728533999,152.42396495144155,153.57662019037366,62.72975349338726,58.38960591516085,75.04192628742963,167.31288207116089,74.6612808120619,144.69231000658112
2020-09-11,98.88121981868404,247.48289355263373,147.58912765547896,147.80237152471125,65.07705717830294,58.84459428067378,73.73875910380208,169.1018887359252,70.72551477021197,144.70207820352084
2020-09-12,99.52952696774638,252.0577145237761,144.59632727283343,148.055666838004,63.87257895221715,59.14515335044438,72.41832456821804,167.72167628199102,69.31692364195916,146.58649355123111
2020-09-13,101.23835163906182,250.87495603090147,144.7069087455034,143.76622348061645,63.48975654501816,59.08576615496769,76.21419346206508,163.99165681132817,71.34676887909711,149.5090141945938
2020-09-14,101.8065749790717,259.6988327638514,145.78383339886787,144.8851824384951,63.42230419846623,60.531676252189335,77.88552382828237,161.93953971121374,69.46428838534841,148.9020654946415
2020-09-15,100.17759125722174,259.36888760626283,149.39180289623184,143.5600577639616,63.36798504813924,60.601920520163105,79.20713350213538,154.6623352206637,68.62140830056737,149.53127705835647
2020-09-16,102.58201164068821,256.8172037938532,143.7849710565239,145.3393739835593,62.56275236103419,59.159998833769464,78.2180813294462,154.09155276621405,67.79143968971003,142.93525487526472
2020-09-17,104.42246874171907,263.36540065960867,145.6585524698727,142.03236352096715,62.310635062210125,59.152282813742076,79.1548122946936,156.15126523987604,66.79602571367687,143.16965599035694
2020-09-18,105.3774757168618,271.0336652428364,147.71090052580124,144.27379524616657,62.41510087063817,60.820920378828205,79.80350623868407,153.46206590674876,68.67081644588255,145.16802741923607
2020-09-19,104.44373850530245,268.4344905145888,148.5870493427347,145.61030381243802,62.66138120384554,61.19960197964238,82.51675741763412,156.75089042375268,68.9326384797988,147.9009914232135
2020-09-20,102.28692537369236,270.5708374128777,153.96383918001303,144.97530923097526,61.59910294939527,60.40145037089753,80.71849771730169,154.29064786635948,68.42183646351991,143.74329631024764
2020-09-21,102.31887640087565,275.4534352226773,151.16860664931696,149.38048236376756,62.22838963833422,61.646421612813164,79.65650937863217,156.9275528844046,66.92759400828348,146.30263851629164
2020-09-22,102.6705245642585,278.5013342043962,147.61434667898172,146.70636306799676,62.97168064370382,60.477176394731664,80.39445730564887,152.63672107593342,68.06291919535647,142.69621025662207
2020-09-23,103.80462305062578,281.9861151991953,145.55727634374557,148.4141030853158,63.29969038435911,59.825423715015006,78.77281317586133,146.64534607040764,68.53888325367672,138.23038175117358
2020-09-24,104.00256642428715,280.5003404190115,147.53435979657186,147.5175468473609,62.882611526887445,60.70111321478808,79.30068244642364,147.5726020654734,69.18214478472913,133.985127335226
2020-09-25,105.57672572347705,283.9362945233482,144.53444590676168,146.7974237931657,62.83317662892616,60.53783112404819,79.83018891023214,151.7972124755716,70.67892363227242,130.4687702207533
2020-09-26,106.89024797842401,291.4829425716981,145.65258901095825,150.00048610968716,65.36192351572384,61.77729423649419,80.22823595597262,154.97004281869988,70.88373395408644,130.53114223399174
2020-09-27,106.13899288245223,300.59710909746383,143.26846392865352,154.59760418169742,66.01536512820729,60.04838725074054,80.81815304051587,148.46121886247633,71.77050083111043,132.84214776631262
2020-09-28,104.8815515912356,301.33987070226186,148.86784660481678,153.0338596056637,64.61728170827588,61.82781720606702,83.99040647890935,148.47219214141728,73.22236500357869,136.40623860223067
2020-09-29,103.32409362442255,298.41503074864573,152.53259936909873,158.19114437689203,65.34471833047753,60.739877185595034,87.32828788831074,146.8955038781885,72.73157338479018,137.34017892890992
2020-09-30,106.53573796076866,303.5118160946745,153.798209632274,159.65690723201348,65.40158740579255,61.41790369688067,82.91024487439742,146.02409783510674,73.08260786516537,134.17856932502997
2020-10-01,107.35888275585882,302.2706274622626,159.19799002135176,164.67977651886858,64.79229893293683,61.232620976023455,82.78762465894827,144.70503448440903,73.36766655379812,132.14366526206675
2020-10-02,104.93125077214815,306.03517370978517,161.20238691069355,162.03068572784036,65.9525416673608,60.459157781885885,83.20680363301591,147.07919265709228,73.31834504501413,133.34548787956567
2020-10-03,103.84745860276938,304.83266001003346,160.5386862781738,159.61131369905092,65.71936756018867,58.58659462038751,82.38945696517445,146.24120750564023,72.94269153527408,132.7014359847395
2020-10-04,103.71917749900722,307.75564867558194,163.34656272235515,157.53711606998667,64.13789557490762,57.36559794925697,81.58664928299251,145.21189953635098,71.81937982447377,129.26150513374526
2020-10-05,102.77300795769143,308.87235001878577,165.29048308161032,155.78081966563443,63.608119351121616,56.30238589714515,81.5353489516502,142.7478608645134,72.64261350661657,124.64462931943876
2020-10-06,102.03380349391585,310.7324246480669,165.89820500181074,164.17127949687497,64.05312178535642,55.17177250968113,81.37967473767392,137.67675357509796,72.52551397787867,122.5679100508953
2020-10-07,103.90181852385079,307.3172250087302,165.51077988509425,162.0844726165223,66.28069893349429,54.81730185342836,84.36233266040533,139.91854900561572,73.22475672131132,123.47180707555927
2020-10-08,104.72014363213974,295.4690852525319,164.58761572383636,164.8242122972635,66.21588014356344,53.276727533556276,84.27391342655528,144.68726842935442,75.05082357186828,123.3186921339122
2020-10-09,106.71286173118412,293.3032553715963,158.97889248432836,161.7767247314822,68.28564125102865,52.98477843822229,83.86369501841007,143.81961303755847,77.90896395668392,127.32891467203066
2020-10-10,111.44830949646082,292.37028581236444,159.91885356057352,156.86957544680817,70.30270953849278,51.74728762244993,84.22728701374673,140.66334053937265,76.99140386909048,125.19676033920618
2020-10-11,110.09337609272002,289.2178166362124,158.1652832180244,159.48407018573627,68.74921257808153,51.97553603557697,86.27899491559194,139.21958223967033,75.88593220383451,124.61954161418663
2020-10-12,112.6909747137224,290.34060434054754,156.48489003090293,161.02748254172252,67.23357823143643,52.68381655134118,86.98407947206543,138.3625229044346,74.6131949028732,122.40958621232646
2020-10-13,113.89635645225474,297.477063176856,154.49030937671006,162.5037396797924,64.42721234491036,52.067818685849076,86.93004681836223,135.84520105207594,73.21568024947402,120.77473382855833
2020-10-14,114.56195019501908,296.3625414519894,147.57460866285027,155.6113055689383,63.64523971133964,52.544433529400706,82.1532323261266,134.4874821270538,72.44508835357901,124.12825634110348
2020-10-15,113.67977320267018,298.63261322930816,147.99152800623506,148.98050093845399,64.6230943603498,52.77079127666897,82.98835055891202,145.0480785944722,69.42541343276275,128.40992809814725
2020-10-16,113.02623382640812,300.34872886087186,147.85681947173254,147.71644210913533,63.886607018525645,53.11856001084423,80.47019570694901,147.2254799161136,68.84752406021153,125.50768564670538
2020-10-17,112.00896865615361,307.90039224633415,146.27376060537568,148.77543197199677,62.952640691838454,53.92375435621818,81.57345454493053,152.66872636929824,68.60578120097428,127.18611198753968
2020-10-18,112.2286575354017,315.8803808450657,144.17083427376627,150.99220171689177,62.70750651331634,53.85452900631874,81.7231458873212,153.43891077052518,68.44630151494181,127.73228268673822
2020-10-19,115.77085895605329,322.10606528498136,146.67696912802936,149.61654339682352,61.592265012755654,54.883474238786086,83.15501188392184,157.95821045874368,67.61949671425634,127.14586721200125
2020-10-20,111.97476916124498,319.57771881075513,149.60044796831266,148.22063487380925,62.381237038382146,54.67436479257729,83.69395120457848,154.33246489685985,67.73473311624721,119.53965567261758
2020-10-21,111.55621607789874,309.156460414586,153.2087943667673,150.52519110145573,62.963467301281355,56.33756577888717,82.10557974475583,159.72596228494723,68.9975680526151,118.97410092098379
2020-10-22,114.08992580832987,302.31610468505,150.68233795424769,148.69302941359499,62.297341888785446,55.14708806492333,84.11401863075294,158.89904692113194,69.48400776347687,117.61696010042135
2020-10-23,109.93567589861024,303.94895845765853,144.9194769450298,148.48892132892777,60.592494093070755,57.33893775570113,85.64718625060051,159.23513045395862,71.24015585549515,115.62613784934263
2020-10-24,111.13063135523132,305.1636019220141,145.684709986827,152.2675293045266,61.48016456128888,57.67003991832757,82.81245720111204,156.17766851254532,71.06531978441073,115.84206358973127
2020-10-25,108.61862628557037,319.8827207418305,150.10301855013432,154.1011906844297,61.568741323012944,57.42527792302304,81.23584306652124,156.4196830472937,71.43166511822051,112.96510143876799
2020-10-26,109.34458195313387,318.88942700267353,144.3756650851312,151.44946359226654,61.05943788107286,59.59329769011545,82.14008431217736,152.24177097221155,72.12603274744016,109.46927439742734
2020-10-27,111.71230996656747,315.8846935973728,144.1052893446261,155.46528741432033,59.48756820189786,57.92812009184121,81.18134635476555,155.40346367659697,69.93434465154942,103.26859403131182
2020-10-28,110.7043100018725,319.3704230678734,147.5645706793341,154.02517712880402,58.99807283488009,59.26498609800181,78.14558338442711,154.19591419312184,70.20068805050758,104.19639774650481
2020-10-29,109.57555403779183,319.590411877461,140.2207915270135,151.9974405627145,59.533195635970905,58.10067325231674,78.23777051255902,155.5740324689026,69.71974425868025,104.55163196418738
2020-10-30,107.46571495316611,318.26979219792923,141.93209141306113,152.47463032880958,58.83483401961963,58.36121573318691,79.35596004867614,149.19567984824747,71.33595120639214,103.84851233049143
2020-10-31,108.38022655078684,325.8907427898927,138.038401081377,150.31119523710478,58.495299727051126,57.44639956662716,82.10951120065799,146.63914594797757,70.54334204730527,104.27302226786422
2020-11-01,105.77444179110589,323.3117691686551,138.91481589339787,149.31054233250796,58.38604588101272,56.83823508592404,79.62246286436314,147.58230902504664,73.01931892617208,104.31139814099315
2020-11-02,106.2509855162544,327.7910775586594,135.38823964868467,154.39461007119547,58.62230944883255,58.69327240706432,78.45514501507391,152.94858455467863,74.15134545089809,105.46516583265864
2020-11-03,106.7482920944529,326.16176828820363,138.63899700635054,154.82802621869214,56.31602607141036,57.38184582053525,78.16353390629956,153.89686266844987,74.06742319911888,108.03634496247375
2020-11-04,102.58275626068438,327.0984261937112,133.5981406786294,157.18052132276986,56.20963528290661,57.863405714924184,76.81305100467691,157.83497544597847,75.61058043011502,109.29722483489532
2020-11-05,102.31703153735343,330.89183430245106,131.70935002377635,159.8700550128803,58.06396967242801,59.102389178819344,75.69219117014781,158.9758613139295,73.6550767760773,110.54843828557298
2020-11-06,103.23911960944734,318.5176951345212,128.64899412477993,158.96474639290605,57.71458744775522,57.672729648020784,76.28104421701275,159.7754259855103,73.3688986194553,108.87740688533263
2020-11-07,105.40447161863533,329.0632242979247,127.40480015489307,157.01848721819317,58.28158440296379,57.25975901553685,76.06837693646236,162.138993933477,70.56715155520006,111.74807365774991
2020-11-08,105.55768866391331,326.35507907940223,127.17742296318157,156.90050150142338,56.263641305258865,58.97175506847857,76.13124841191633,163.5755523282995,71.91011469264835,109.46581490727037
2020-11-09,106.55726065010276,324.60815849169876,129.33122546383296,150.22524052020879,56.15213318197546,58.26076722721634,76.78942277339627,165.1133070796487,70.89240550752555,107.90664105931657
2020-11-10,106.3214166796567,318.78701084700504,131.5091211269008,149.11595571042858,52.88746138897981,57.824018815366955,75.19443916284655,159.72640018665254,69.13792248707178,108.14275907329515
2020-11-11,109.14667618201238,320.7837936923472,129.913906576006,150.47560750593402,52.40185896786458,57.020727119053944,73.45840609428042,154.13013400573792,68.5987521870722,108.48460588291768
2020-11-12,108.93575313355973,318.1150847083971,127.45659526852626,152.30613181007334,51.02145574564231,57.9057206372947,71.98598079886204,151.81067512646067,66.58635951101795,107.39671759704294
2020-11-13,111.06068107765658,321.3956661690646,129.95072229121692,153.89664203856657,49.89523891935905,57.52262886901992,70.86271280830327,155.85058461623052,64.992563529625,109.31632156433197
2020-11-14,113.04412237736076,333.156306240403,128.8859409187123,156.0891218067475,52.172110189657054,56.812061409894,68.68717048410183,149.99057135885243,65.91898316590697,105.19914049037057
2020-11-15,112.202352765686,336.07017916168536,129.36327138470133,157.4172681113015,52.40405680667475,58.26516147231349,67.37893213212965,147.95971360636122,64.90032466659123,106.94584979137237
2020-11-16,114.22288956658258,339.10304663979855,132.42528363294048,153.70838860998435,54.15144294769842,60.04019635741206,68.37024062467611,153.23240273127908,62.75001698602128,105.82409875929015
2020-11-17,112.54311984683457,343.9961633752733,129.64397992701407,156.03705578567525,55.635773143886354,60.87499872999777,68.75824313998082,150.20491861887112,61.68721873584138,108.46889464820197
2020-11-18,114.29732721381514,343.72771207602085,128.56039079176244,149.71503386352043,54.444219099156165,63.20215142004025,66.99740563036221,150.77413464139974,62.93014707061332,105.74649315485834
2020-11-19,114.71956548533258,350.17546331260263,128.59252914594302,158.30389507578795,52.62730742637508,64.540429837209,66.76586026848256,153.10184650855484,63.48557754980826,104.19591921927565
2020-11-20,115.24497281814546,337.1636332819516,130.14399158193189,159.2478880061104,53.2995267270983,65.90625806760406,67.25674936614982,153.5553017809448,62.36687490553244,102.7117092761663
2020-11-21,117.98027679903923,346.84923456193826,129.52421872955256,159.39440481296165,52.33521636594435,67.45209837349896,68.15182481685096,159.51698636651727,61.27130959591022,101.93519252760522
2020-11-22,118.52639787911076,351.33392258818793,128.96553508438043,156.61150254420681,53.2577894406001,68.42494024179962,66.90290977713423,163.84130938300808,62.705301743908606,102.20898331365994
2020-11-23,118.71508683723694,355.22710838952037,126.7429351335914,156.70556804571706,50.96516564831593,69.62436874516214,64.81354097356153,168.76775484785176,62.29129614183073,101.77629797317482
2020-11-24,117.22465713380694,353.18072406377814,130.33871165885267,148.9084986714894,52.26678069689894,70.09506217501712,63.24891403297414,165.13819368115196,64.37979003198924,99.85169417420005
2020-11-25,114.5206347706127,361.214275534991,131.22124257332277,146.1151968821369,52.49322649855783,68.657058212298,64.64142919286394,168.64365136044736,65.06479897950672,100.57394356784714
2020-11-26,118.55448241081824,361.21200947448665,128.11950274726323,147.42869626747444,54.683293303717825,67.26365018039513,64.17411979608181,170.04827096964777,64.99465281621514,98.59806067065989
2020-11-27,121.2145079604965,377.9725408997365,128.62206804732799,144.76298408162356,52.98924804957022,67.61069830351124,65.59092693348498,171.66430004388945,64.99152808009622,97.43603982916744
2020-11-28,118.56678641345107,384.28280249634525,130.97269196063945,140.2876949515195,54.67413548904405,68.3869654259231,67.42694113561008,167.05639163362588,63.21618810111309,97.14574023717124
2020-11-29,119.75905708856492,398.0890139229256,132.8222330822197,139.60679101288247,53.55181850660989,70.0692855587313,66.12599841650413,172.49731324660766,62.8566338310612,100.23610569421994
2020-11-30,121.38522051107337,396.9982859368448,131.44248536300472,138.65492991713649,54.0105612620785,70.1774115700551,65.34067097191107,171.9258937812269,62.955415582752984,95.96858538056689
2020-12-01,122.49751726396876,389.2193329986744,128.41054781246373,133.97575767324224,52.072778449004964,68.2749756243048,64.4141128698166,178.64221024133897,62.29327611190286,96.30975390556266
2020-12-02,123.47867677511789,390.23959508584005,128.21165666813738,130.77294992083606,53.583855024346995,70.74270176015885,62.24637352892467,174.98351562481363,61.94467005356972,94.45186595235437
2020-12-03,124.7281959158083,384.5555820982514,133.76336517279515,133.8867809549644,53.81166574513375,72.195737418915,63.623139346931495,173.00988534304935,60.933463895466005,94.59948111452869
2020-12-04,126.87760230269865,385.625111149271,129.5444780463246,131.73702934551363,53.732053684934726,72.08648273688398,66.13312586256345,168.21409304302335,61.549609971732856,97.41686766190267
2020-12-05,132.64152425170502,382.5061951239951,130.8177174853092,133.2382000834374,53.94212638281964,71.94397467902876,66.70977416869917,159.69490347128382,62.38923219347233,97.66270478476056
2020-12-06,132.05133606337682,398.1649445325518,129.05185092948187,132.16409769783988,56.09069878133263,70.7467387300784,65.97581284287024,159.22531925523154,63.43828776984511,98.06859588334416
2020-12-07,128.63747798095997,393.92712720416165,127.48424665395663,131.95998070253611,56.568416149015555,71.33847259702283,63.63233646103354,162.6134461234936,63.75873847252574,100.78417816060468
2020-12-08,129.7802890318806,402.6039469814584,128.67379020515975,135.51293919873154,57.15927397526239,71.19877011451888,66.52434307537776,165.50483392720653,64.49036288230357,98.21155232653335
2020-12-09,126.4363503327528,404.96091515051626,129.04828548660043,133.84850812248072,57.32044335032034,73.46093578346908,67.44956693122677,161.7279854488834,64.346537987763,96.63041217342622
2020-12-10,125.45596308365255,401.6109515810369,127.81549861649454,130.48854818187286,57.174098891513005,72.63728055126583,63.49776602146872,168.3684460429948,65.74770914606253,95.903170290413
2020-12-11,125.50318232384308,392.1999672340316,132.1502919193504,135.44003712712933,57.35327534580194,74.12421020235601,63.720372398976785,163.8671983444012,65.20618028441905,96.156216495681
2020-12-12,124.36223861943617,390.48485106911886,131.9087223552278,135.22095339205563,57.4132192576951,72.5518799446907,62.80660167820654,159.65717385125012,66.48137262477398,92.10679563161966
2020-12-13,127.2315001703293,401.31181982751775,131.1115172522392,128.1809798155311,56.998339207408115,72.45874631340715,61.537156881090944,158.01200759781804,68.51596216885947,93.33168183658044
2020-12-14,124.87882658480974,388.4891112254123,130.2540025186477,127.63375783302294,57.5639897993236,71.6829787559418,62.16668147336403,164.12755909543694,69.63345891290862,93.2419182112566
2020-12-15,124.42139426653793,385.7178386475019,133.3296666063309,126.03243038410398,57.61605379051505,71.75637911819962,61.542796311706354,159.62237068910096,70.08325554946018,93.12815566417058
2020-12-16,125.66620660005485,381.60145550947465,136.58510054146393,123.8223917732402,59.58887389242512,69.24829775899875,62.07793562221539,161.14015814196568,68.96815096352657,93.91861615833159
2020-12-17,128.882051750109,364.68262959550793,137.95844954302058,117.64793664700622,58.43801632843516,71.50463770971088,61.35561906991392,157.35697407987473,68.6951229800467,97.80291419083886
2020-12-18,124.16063242662575,357.0147403335788,142.09011660918173,122.01903359943667,58.31713001695625,69.73267741776276,63.927454580457066,162.37490668208136,69.62792991647187,96.21380784640762
2020-12-19,124.03888214730753,355.86972207969694,143.03033061824428,125.56002946408024,59.342831575498984,68.2301110490829,65.68737286623275,163.39180272235728,70.58470929811327,99.03583745507835
2020-12-20,121.28129871597382,355.6147373049447,141.51004821445468,121.62281995119179,59.75432661163006,71.65738669749604,63.26997540810863,163.28631497771025,71.48896003541753,99.27962051054804
2020-12-21,121.00689237336745,346.3743275891632,142.16888147879766,119.78202457274867,57.13718067536634,73.3694138313195,64.48271635316635,163.45502558847346,71.8164862600228,101.41277820274898
2020-12-22,121.54982526742393,352.6368970423482,141.32302724363592,122.9250659410069,57.503756514980225,73.65416337842333,62.84477657447412,164.39311311862642,70.62152468199884,100.11817771122737
2020-12-23,119.56764996444112,345.11702148428617,147.3286097811372,126.19816478070216,59.71232342023191,71.85273718712322,62.93433509433899,160.14023821162678,69.6389040231766,98.2797537014839
2020-12-24,122.5319328961156,342.382109357683,150.47666662017795,127.7229437321373,62.46343586441312,69.72669484815789,64.51931522783244,163.8120644932571,68.28320331358547,100.25937002654662
2020-12-25,123.35570273717356,340.82443332345014,147.99700530838555,125.88600821204345,65.02420199199757,69.7276470623396,65.5285650701915,161.22088728290908,67.21818616795446,102.42895233362047
2020-12-26,120.02614429770732,337.994133380362,148.09772440712732,126.16641325744013,64.79129403319155,70.27963870227057,66.43660193977878,163.5896656211149,65.8929072892322,101.84683815399839
2020-12-27,122.89419989093099,344.0418433972662,144.03137719322407,127.05331242463052,62.22785855726901,70.34561006145717,68.95822577709866,160.48835656786042,64.79338786751526,103.40311850417211
2020-12-28,119.10217273488688,339.68795925925536,145.74950196243591,125.44155006517045,61.93418041751051,71.39261401727977,69.53960717717798,161.34478148633085,64.35393024001007,104.16842797129097
2020-12-29,118.80743611412304,342.79818032671795,144.3009500590333,124.98351536237088,60.70793592691777,71.34262832150291,68.41167354763594,157.74986986499067,64.6868474693078,104.61164333165212
2020-12-30,120.66766053912959,339.84239911186467,145.47859832849005,126.36032769908732,61.24796192347401,70.16454224521425,68.61603766341744,158.8987315512951,64.69613451718656,100.2462461993126
2020-12-31,121.05497868844327,354.88063624262924,144.43103816525044,124.52032648558334,61.70529869086175,70.60289972810956,70.25285288407134,154.90125846264132,65.64248402126269,101.42999810558699
2021-01-01,120.71082776844379,357.2845076600564,147.40475042153514,126.69274640397411,60.2946917296431,71.76101065252327,70.16196170301883,155.12702425248,65.73858066750735,101.12521518420328
2021-01-02,123.58786773711687,356.68628505871584,144.1042220687408,125.69559883907881,60.510178586919174,73.52520455712686,71.00824782679231,152.48820411620434,69.00603782374077,101.66072439016554
2021-01-03,126.74032417393619,355.6039959046669,145.64140844956978,127.80594876671854,61.98444217815699,75.08006897602999,72.24691144149166,151.52726392059165,68.2169592438049,102.3369867989089
2021-01-04,129.10562326162233,354.0199884813299,148.7440713561226,131.51900999374422,60.848489357658146,73.82334769266015,72.04407815250511,152.45949803975208,67.50127191182906,105.10459375284242
2021-01-05,130.2006115908411,354.2992893526061,144.47241078253785,128.0579141235311,61.19046912516166,70.67464072471066,73.50316872611606,151.97725692523085,71.87952991934817,109.95604575157422
2021-01-06,129.72811599506878,353.54578686403147,147.3490920117059,132.4200087598998,59.185833795858535,68.14961184044306,72.58873814079244,153.7485141131909,72.59383072164867,112.30860253253286
2021-01-07,126.61542599269335,337.1685287735589,149.87764426392442,130.22661360548034,56.796516050645266,68.34733260002811,73.74025058742741,153.37319205917962,71.92909135679443,111.95064754075743
2021-01-08,125.67699610615486,328.0781475445527,147.73535113855897,131.58430394089106,57.16192045941404,68.57706138913032,72.27260061895609,152.81643767226797,68.79720514448898,112.35025910261508
2021-01-09,129.26848699777756,318.40553676222714,146.00410652737102,132.45040966886708,58.59421827976018,67.96230284856763,71.27198598744859,146.7987612587777,68.93953022852443,116.93881454696293
2021-01-10,129.98556117246164,318.263661755717,146.9446133276071,132.42102685952625,57.64145944790433,69.08134282773626,71.59379542968311,146.85047333008967,67.59470471409594,119.9874279932232
2021-01-11,131.71359635976165,314.7441695484859,149.88886864253266,131.10325003243975,56.73994299587044,68.03171659761715,69.05784503604843,148.2353977652819,65.11919076729575,117.03947167826881
2021-01-12,126.24593313502302,314.2023708688707,149.43824136805313,130.2466313259993,55.55682701658295,66.43673510761789,69.69921267757265,146.60317207353685,65.53121072511442,114.9672909077116
2021-01-13,126.70310183336548,322.3922318533914,151.190153095269,129.1723211152995,55.84261019068111,66.11695493862004,69.71019753095217,145.6484598113934,65.3158290249858,115.45496687216101
2021-01-14,124.18586926396165,315.8420030068733,146.99147386940828,125.03810645564974,54.48308533321049,66.3278184461554,68.46546964979002,147.14460292443565,65.36117617055257,110.909495097157
2021-01-15,125.8126435094265,320.9636883720523,144.0696870814529,126.08890555309509,53.549792002080295,66.45738370648603,66.73398010371837,141.86768418524676,64.86074853512439,110.6350407979521
2021-01-16,124.81198083895305,313.36307206980564,142.91742042654494,126.768007165577,53.501711753572195,66.69995452683325,65.83959101463212,145.19226232682973,63.33499887480443,111.71386586514512
2021-01-17,127.76226420791801,316.3770488163462,142.33853562442522,125.42858388963849,54.61036101072645,64.80170727067771,64.56213932389676,144.03781609928288,64.90273486159283,112.56237208019704
2021-01-18,125.28866984863521,314.4135640952532,140.58969848980803,123.64802732651238,55.67951125437478,63.02388133641577,66.63946599888756,146.42374401533846,66.31873297715015,111.5201806881328
2021-01-19,124.91295238364381,305.4015166973673,139.11445589743886,124.8688162883373,57.12279441107151,61.62833493955654,66.15232358968514,145.98066804947752,64.4673935492983,112.83912817394653
2021-01-20,123.10423698694015,304.20806650541743,137.85700207810467,122.89754099113689,57.11474582592682,61.36258175307321,65.66033833052768,143.85384176585148,64.87937200329979,116.57098279214757
2021-01-21,123.44865120819766,310.26861042879625,134.02396554160651,123.28531085018543,55.861227573617676,59.55002322089665,64.6893907952141,147.28302773092256,66.11210061044542,117.13752877760784
2021-01-22,119.66445487170843,309.05061592959237,134.8326661735455,123.71813162276676,53.80129611430579,58.4896542504254,64.6064877646881,148.86275870888778,63.20828814120627,116.7577127407416
2021-01-23,120.00681193306109,314.3020780966344,136.70106288077142,125.15962432476748,52.94053939280782,56.257686544237096,64.0986126018888,151.84487224311107,64.96984564695492,118.41695450022713
2021-01-24,121.03728840060417,316.68850870494606,135.18062240536898,124.83405837515268,54.707768212434694,55.197163887445086,66.16871420475795,150.86690576356042,66.69210803782343,115.085139520829
2021-01-25,122.45561351603398,312.0219759927142,131.35428840788478,125.3796682032984,55.8122871849847,54.264396466218315,64.1849550312391,150.58977905544447,66.57548310996083,116.34720833761136
2021-01-26,124.78127723259264,311.651199147422,136.2288547589502,125.94195776068811,55.425590072149745,52.51538186409087,63.8477792412387,149.57665033971247,67.85413822486586,117.42338190885216
2021-01-27,121.83801352607267,312.7248648690901,138.0584932081419,129.7908229791087,56.409398693855714,53.31450491591453,63.924506387632285,150.7382985208712,69.54981978976912,114.29339732197738
2021-01-28,120.98651365655265,307.89283571795255,139.10539937347184,132.984253951606,55.735899482863125,50.76574703691491,63.39748623466366,153.49220804302752,70.29766104704422,115.27217454095381
2021-01-29,120.30900538773304,300.0167477110499,140.53900382156093,130.765327069749,58.17055140271398,51.34499152935615,62.66125337929677,151.61535061129524,70.16698584038805,114.7200163937901
2021-01-30,122.99630860208175,301.1353071703971,138.4825479065521,135.7094089597561,58.227917259379566,52.134512862357276,61.89900867339675,152.71642867555377,70.60357884725501,110.38440443843442
2021-01-31,127.95373659016796,308.90847949415075,137.3824555186232,132.71764145992634,58.63267303720136,52.22491170886241,62.33931978003621,153.3015689907882,71.31842735933847,113.57960399178874
